n_qubits,seed,t_index,control_j,rotation_k,cumulative_t,cumulative_rank,rank_delta
32,497630260,2391,2,18,2391,2,0
32,497630260,2392,2,18,2392,2,0
32,497630260,2393,2,18,2393,2,0
32,497630260,2394,2,18,2394,2,0
32,497630260,2395,2,18,2395,2,0
32,497630260,2396,2,18,2396,2,0
32,497630260,2397,2,18,2397,2,0
32,497630260,2398,2,18,2398,2,0
32,497630260,2399,2,18,2399,2,0
32,497630260,2400,2,18,2400,2,0
32,497630260,2401,2,18,2401,2,0
32,497630260,2402,2,18,2402,2,0
32,497630260,2403,2,18,2403,2,0
32,497630260,2404,2,18,2404,2,0
32,497630260,2405,2,19,2405,2,0
32,497630260,2406,2,19,2406,2,0
32,497630260,2407,2,19,2407,2,0
32,497630260,2408,2,19,2408,2,0
32,497630260,2409,2,19,2409,2,0
32,497630260,2410,2,19,2410,2,0
32,497630260,2411,2,19,2411,2,0
32,497630260,2412,2,19,2412,2,0
32,497630260,2413,2,19,2413,2,0
32,497630260,2414,2,19,2414,2,0
32,497630260,2415,2,19,2415,2,0
32,497630260,2416,2,19,2416,2,0
32,497630260,2417,2,19,2417,2,0
32,497630260,2418,2,19,2418,2,0
32,497630260,2419,2,19,2419,2,0
32,497630260,2420,2,19,2420,2,0
32,497630260,2421,2,19,2421,2,0
32,497630260,2422,2,19,2422,2,0
32,497630260,2423,2,19,2423,2,0
32,497630260,2424,2,19,2424,2,0
32,497630260,2425,2,19,2425,2,0
32,497630260,2426,2,19,2426,2,0
32,497630260,2427,2,19,2427,2,0
32,497630260,2428,2,19,2428,2,0
32,497630260,2429,2,19,2429,2,0
32,497630260,2430,2,19,2430,2,0
32,497630260,2431,2,19,2431,2,0
32,497630260,2432,2,19,2432,2,0
32,497630260,2433,2,19,2433,2,0
32,497630260,2434,2,19,2434,2,0
32,497630260,2435,2,19,2435,2,0
32,497630260,2436,2,19,2436,2,0
32,497630260,2437,2,19,2437,2,0
32,497630260,2438,2,19,2438,2,0
32,497630260,2439,2,19,2439,2,0
32,497630260,2440,2,19,2440,2,0
32,497630260,2441,2,19,2441,2,0
32,497630260,2442,2,19,2442,2,0
32,497630260,2443,2,19,2443,2,0
32,497630260,2444,2,19,2444,2,0
32,497630260,2445,2,19,2445,2,0
32,497630260,2446,2,19,2446,2,0
32,497630260,2447,2,19,2447,2,0
32,497630260,2448,2,19,2448,2,0
32,497630260,2449,2,19,2449,2,0
32,497630260,2450,2,19,2450,2,0
32,497630260,2451,2,19,2451,2,0
32,497630260,2452,2,19,2452,2,0
32,497630260,2453,2,19,2453,2,0
32,497630260,2454,2,19,2454,2,0
32,497630260,2455,2,19,2455,2,0
32,497630260,2456,2,19,2456,2,0
32,497630260,2457,2,19,2457,2,0
32,497630260,2458,2,19,2458,2,0
32,497630260,2459,2,19,2459,2,0
32,497630260,2460,2,19,2460,2,0
32,497630260,2461,2,19,2461,2,0
32,497630260,2462,2,19,2462,2,0
32,497630260,2463,2,19,2463,2,0
32,497630260,2464,2,19,2464,2,0
32,497630260,2465,2,19,2465,2,0
32,497630260,2466,2,19,2466,2,0
32,497630260,2467,2,19,2467,2,0
32,497630260,2468,2,19,2468,2,0
32,497630260,2469,2,19,2469,2,0
32,497630260,2470,2,19,2470,2,0
32,497630260,2471,2,19,2471,2,0
32,497630260,2472,2,19,2472,2,0
32,497630260,2473,2,20,2473,2,0
32,497630260,2474,2,20,2474,2,0
32,497630260,2475,2,20,2475,2,0
32,497630260,2476,2,20,2476,2,0
32,497630260,2477,2,20,2477,2,0
32,497630260,2478,2,20,2478,2,0
32,497630260,2479,2,20,2479,2,0
32,497630260,2480,2,20,2480,2,0
32,497630260,2481,2,20,2481,2,0
32,497630260,2482,2,20,2482,2,0
32,497630260,2483,2,20,2483,2,0
32,497630260,2484,2,20,2484,2,0
32,497630260,2485,2,20,2485,2,0
32,497630260,2486,2,20,2486,2,0
32,497630260,2487,2,20,2487,2,0
32,497630260,2488,2,20,2488,2,0
32,497630260,2489,2,20,2489,2,0
32,497630260,2490,2,20,2490,2,0
32,497630260,2491,2,20,2491,2,0
32,497630260,2492,2,20,2492,2,0
32,497630260,2493,2,20,2493,2,0
32,497630260,2494,2,20,2494,2,0
32,497630260,2495,2,20,2495,2,0
32,497630260,2496,2,20,2496,2,0
32,497630260,2497,2,20,2497,2,0
32,497630260,2498,2,20,2498,2,0
32,497630260,2499,2,20,2499,2,0
32,497630260,2500,2,20,2500,2,0
32,497630260,2501,2,20,2501,2,0
32,497630260,2502,2,20,2502,2,0
32,497630260,2503,2,20,2503,2,0
32,497630260,2504,2,20,2504,2,0
32,497630260,2505,2,20,2505,2,0
32,497630260,2506,2,20,2506,2,0
32,497630260,2507,2,20,2507,2,0
32,497630260,2508,2,20,2508,2,0
32,497630260,2509,2,20,2509,2,0
32,497630260,2510,2,20,2510,2,0
32,497630260,2511,2,20,2511,2,0
32,497630260,2512,2,20,2512,2,0
32,497630260,2513,2,20,2513,2,0
32,497630260,2514,2,20,2514,2,0
32,497630260,2515,2,20,2515,2,0
32,497630260,2516,2,20,2516,2,0
32,497630260,2517,2,20,2517,2,0
32,497630260,2518,2,20,2518,2,0
32,497630260,2519,2,20,2519,2,0
32,497630260,2520,2,20,2520,2,0
32,497630260,2521,2,20,2521,2,0
32,497630260,2522,2,20,2522,2,0
32,497630260,2523,2,20,2523,2,0
32,497630260,2524,2,20,2524,2,0
32,497630260,2525,2,20,2525,2,0
32,497630260,2526,2,20,2526,2,0
32,497630260,2527,2,20,2527,2,0
32,497630260,2528,2,20,2528,2,0
32,497630260,2529,2,20,2529,2,0
32,497630260,2530,2,20,2530,2,0
32,497630260,2531,2,20,2531,2,0
32,497630260,2532,2,20,2532,2,0
32,497630260,2533,2,20,2533,2,0
32,497630260,2534,2,20,2534,2,0
32,497630260,2535,2,20,2535,2,0
32,497630260,2536,2,20,2536,2,0
32,497630260,2537,2,20,2537,2,0
32,497630260,2538,2,20,2538,2,0
32,497630260,2539,2,20,2539,2,0
32,497630260,2540,2,20,2540,2,0
32,497630260,2541,2,20,2541,2,0
32,497630260,2542,2,20,2542,2,0
32,497630260,2543,2,20,2543,2,0
32,497630260,2544,2,20,2544,2,0
32,497630260,2545,2,21,2545,2,0
32,497630260,2546,2,21,2546,2,0
32,497630260,2547,2,21,2547,2,0
32,497630260,2548,2,21,2548,2,0
32,497630260,2549,2,21,2549,2,0
32,497630260,2550,2,21,2550,2,0
32,497630260,2551,2,21,2551,2,0
32,497630260,2552,2,21,2552,2,0
32,497630260,2553,2,21,2553,2,0
32,497630260,2554,2,21,2554,2,0
32,497630260,2555,2,21,2555,2,0
32,497630260,2556,2,21,2556,2,0
32,497630260,2557,2,21,2557,2,0
32,497630260,2558,2,21,2558,2,0
32,497630260,2559,2,21,2559,2,0
32,497630260,2560,2,21,2560,2,0
32,497630260,2561,2,21,2561,2,0
32,497630260,2562,2,21,2562,2,0
32,497630260,2563,2,21,2563,2,0
32,497630260,2564,2,21,2564,2,0
32,497630260,2565,2,21,2565,2,0
32,497630260,2566,2,21,2566,2,0
32,497630260,2567,2,21,2567,2,0
32,497630260,2568,2,21,2568,2,0
32,497630260,2569,2,21,2569,2,0
32,497630260,2570,2,21,2570,2,0
32,497630260,2571,2,21,2571,2,0
32,497630260,2572,2,21,2572,2,0
32,497630260,2573,2,21,2573,2,0
32,497630260,2574,2,21,2574,2,0
32,497630260,2575,2,21,2575,2,0
32,497630260,2576,2,21,2576,2,0
32,497630260,2577,2,21,2577,2,0
32,497630260,2578,2,21,2578,2,0
32,497630260,2579,2,21,2579,2,0
32,497630260,2580,2,21,2580,2,0
32,497630260,2581,2,21,2581,2,0
32,497630260,2582,2,21,2582,2,0
32,497630260,2583,2,21,2583,2,0
32,497630260,2584,2,21,2584,2,0
32,497630260,2585,2,21,2585,2,0
32,497630260,2586,2,21,2586,2,0
32,497630260,2587,2,21,2587,2,0
32,497630260,2588,2,21,2588,2,0
32,497630260,2589,2,21,2589,2,0
32,497630260,2590,2,21,2590,2,0
32,497630260,2591,2,21,2591,2,0
32,497630260,2592,2,21,2592,2,0
32,497630260,2593,2,21,2593,2,0
32,497630260,2594,2,21,2594,2,0
32,497630260,2595,2,21,2595,2,0
32,497630260,2596,2,21,2596,2,0
32,497630260,2597,2,21,2597,2,0
32,497630260,2598,2,21,2598,2,0
32,497630260,2599,2,21,2599,2,0
32,497630260,2600,2,21,2600,2,0
32,497630260,2601,2,21,2601,2,0
32,497630260,2602,2,21,2602,2,0
32,497630260,2603,2,21,2603,2,0
32,497630260,2604,2,21,2604,2,0
32,497630260,2605,2,21,2605,2,0
32,497630260,2606,2,21,2606,2,0
32,497630260,2607,2,21,2607,2,0
32,497630260,2608,2,21,2608,2,0
32,497630260,2609,2,21,2609,2,0
32,497630260,2610,2,21,2610,2,0
32,497630260,2611,2,21,2611,2,0
32,497630260,2612,2,21,2612,2,0
32,497630260,2613,2,21,2613,2,0
32,497630260,2614,2,21,2614,2,0
32,497630260,2615,2,21,2615,2,0
32,497630260,2616,2,21,2616,2,0
32,497630260,2617,2,21,2617,2,0
32,497630260,2618,2,21,2618,2,0
32,497630260,2619,2,21,2619,2,0
32,497630260,2620,2,21,2620,2,0
32,497630260,2621,2,22,2621,2,0
32,497630260,2622,2,22,2622,2,0
32,497630260,2623,2,22,2623,2,0
32,497630260,2624,2,22,2624,2,0
32,497630260,2625,2,22,2625,2,0
32,497630260,2626,2,22,2626,2,0
32,497630260,2627,2,22,2627,2,0
32,497630260,2628,2,22,2628,2,0
32,497630260,2629,2,22,2629,2,0
32,497630260,2630,2,22,2630,2,0
32,497630260,2631,2,22,2631,2,0
32,497630260,2632,2,22,2632,2,0
32,497630260,2633,2,22,2633,2,0
32,497630260,2634,2,22,2634,2,0
32,497630260,2635,2,22,2635,2,0
32,497630260,2636,2,22,2636,2,0
32,497630260,2637,2,22,2637,2,0
32,497630260,2638,2,22,2638,2,0
32,497630260,2639,2,22,2639,2,0
32,497630260,2640,2,22,2640,2,0
32,497630260,2641,2,22,2641,2,0
32,497630260,2642,2,22,2642,2,0
32,497630260,2643,2,22,2643,2,0
32,497630260,2644,2,22,2644,2,0
32,497630260,2645,2,22,2645,2,0
32,497630260,2646,2,22,2646,2,0
32,497630260,2647,2,22,2647,2,0
32,497630260,2648,2,22,2648,2,0
32,497630260,2649,2,22,2649,2,0
32,497630260,2650,2,22,2650,2,0
32,497630260,2651,2,22,2651,2,0
32,497630260,2652,2,22,2652,2,0
32,497630260,2653,2,22,2653,2,0
32,497630260,2654,2,22,2654,2,0
32,497630260,2655,2,22,2655,2,0
32,497630260,2656,2,22,2656,2,0
32,497630260,2657,2,22,2657,2,0
32,497630260,2658,2,22,2658,2,0
32,497630260,2659,2,22,2659,2,0
32,497630260,2660,2,22,2660,2,0
32,497630260,2661,2,22,2661,2,0
32,497630260,2662,2,22,2662,2,0
32,497630260,2663,2,22,2663,2,0
32,497630260,2664,2,22,2664,2,0
32,497630260,2665,2,22,2665,2,0
32,497630260,2666,2,22,2666,2,0
32,497630260,2667,2,22,2667,2,0
32,497630260,2668,2,22,2668,2,0
32,497630260,2669,2,22,2669,2,0
32,497630260,2670,2,22,2670,2,0
32,497630260,2671,2,22,2671,2,0
32,497630260,2672,2,22,2672,2,0
32,497630260,2673,2,22,2673,2,0
32,497630260,2674,2,22,2674,2,0
32,497630260,2675,2,22,2675,2,0
32,497630260,2676,2,22,2676,2,0
32,497630260,2677,2,22,2677,2,0
32,497630260,2678,2,22,2678,2,0
32,497630260,2679,2,22,2679,2,0
32,497630260,2680,2,22,2680,2,0
32,497630260,2681,2,22,2681,2,0
32,497630260,2682,2,22,2682,2,0
32,497630260,2683,2,22,2683,2,0
32,497630260,2684,2,22,2684,2,0
32,497630260,2685,2,22,2685,2,0
32,497630260,2686,2,22,2686,2,0
32,497630260,2687,2,22,2687,2,0
32,497630260,2688,2,22,2688,2,0
32,497630260,2689,2,22,2689,2,0
32,497630260,2690,2,22,2690,2,0
32,497630260,2691,2,22,2691,2,0
32,497630260,2692,2,22,2692,2,0
32,497630260,2693,2,22,2693,2,0
32,497630260,2694,2,22,2694,2,0
32,497630260,2695,2,22,2695,2,0
32,497630260,2696,2,22,2696,2,0
32,497630260,2697,2,22,2697,2,0
32,497630260,2698,2,22,2698,2,0
32,497630260,2699,2,22,2699,2,0
32,497630260,2700,2,22,2700,2,0
32,497630260,2701,2,23,2701,2,0
32,497630260,2702,2,23,2702,2,0
32,497630260,2703,2,23,2703,2,0
32,497630260,2704,2,23,2704,2,0
32,497630260,2705,2,23,2705,2,0
32,497630260,2706,2,23,2706,2,0
32,497630260,2707,2,23,2707,2,0
32,497630260,2708,2,23,2708,2,0
32,497630260,2709,2,23,2709,2,0
32,497630260,2710,2,23,2710,2,0
32,497630260,2711,2,23,2711,2,0
32,497630260,2712,2,23,2712,2,0
32,497630260,2713,2,23,2713,2,0
32,497630260,2714,2,23,2714,2,0
32,497630260,2715,2,23,2715,2,0
32,497630260,2716,2,23,2716,2,0
32,497630260,2717,2,23,2717,2,0
32,497630260,2718,2,23,2718,2,0
32,497630260,2719,2,23,2719,2,0
32,497630260,2720,2,23,2720,2,0
32,497630260,2721,2,23,2721,2,0
32,497630260,2722,2,23,2722,2,0
32,497630260,2723,2,23,2723,2,0
32,497630260,2724,2,23,2724,2,0
32,497630260,2725,2,23,2725,2,0
32,497630260,2726,2,23,2726,2,0
32,497630260,2727,2,23,2727,2,0
32,497630260,2728,2,23,2728,2,0
32,497630260,2729,2,23,2729,2,0
32,497630260,2730,2,23,2730,2,0
32,497630260,2731,2,23,2731,2,0
32,497630260,2732,2,23,2732,2,0
32,497630260,2733,2,23,2733,2,0
32,497630260,2734,2,23,2734,2,0
32,497630260,2735,2,23,2735,2,0
32,497630260,2736,2,23,2736,2,0
32,497630260,2737,2,23,2737,2,0
32,497630260,2738,2,23,2738,2,0
32,497630260,2739,2,23,2739,2,0
32,497630260,2740,2,23,2740,2,0
32,497630260,2741,2,23,2741,2,0
32,497630260,2742,2,23,2742,2,0
32,497630260,2743,2,23,2743,2,0
32,497630260,2744,2,23,2744,2,0
32,497630260,2745,2,23,2745,2,0
32,497630260,2746,2,23,2746,2,0
32,497630260,2747,2,23,2747,2,0
32,497630260,2748,2,23,2748,2,0
32,497630260,2749,2,23,2749,2,0
32,497630260,2750,2,23,2750,2,0
32,497630260,2751,2,23,2751,2,0
32,497630260,2752,2,23,2752,2,0
32,497630260,2753,2,23,2753,2,0
32,497630260,2754,2,23,2754,2,0
32,497630260,2755,2,23,2755,2,0
32,497630260,2756,2,23,2756,2,0
32,497630260,2757,2,23,2757,2,0
32,497630260,2758,2,23,2758,2,0
32,497630260,2759,2,23,2759,2,0
32,497630260,2760,2,23,2760,2,0
32,497630260,2761,2,23,2761,2,0
32,497630260,2762,2,23,2762,2,0
32,497630260,2763,2,23,2763,2,0
32,497630260,2764,2,23,2764,2,0
32,497630260,2765,2,23,2765,2,0
32,497630260,2766,2,23,2766,2,0
32,497630260,2767,2,23,2767,2,0
32,497630260,2768,2,23,2768,2,0
32,497630260,2769,2,23,2769,2,0
32,497630260,2770,2,23,2770,2,0
32,497630260,2771,2,23,2771,2,0
32,497630260,2772,2,23,2772,2,0
32,497630260,2773,2,23,2773,2,0
32,497630260,2774,2,23,2774,2,0
32,497630260,2775,2,23,2775,2,0
32,497630260,2776,2,23,2776,2,0
32,497630260,2777,2,23,2777,2,0
32,497630260,2778,2,23,2778,2,0
32,497630260,2779,2,23,2779,2,0
32,497630260,2780,2,23,2780,2,0
32,497630260,2781,2,23,2781,2,0
32,497630260,2782,2,23,2782,2,0
32,497630260,2783,2,23,2783,2,0
32,497630260,2784,2,23,2784,2,0
32,497630260,2785,2,24,2785,2,0
32,497630260,2786,2,24,2786,2,0
32,497630260,2787,2,24,2787,2,0
32,497630260,2788,2,24,2788,2,0
32,497630260,2789,2,24,2789,2,0
32,497630260,2790,2,24,2790,2,0
32,497630260,2791,2,24,2791,2,0
32,497630260,2792,2,24,2792,2,0
32,497630260,2793,2,24,2793,2,0
32,497630260,2794,2,24,2794,2,0
32,497630260,2795,2,24,2795,2,0
32,497630260,2796,2,24,2796,2,0
32,497630260,2797,2,24,2797,2,0
32,497630260,2798,2,24,2798,2,0
32,497630260,2799,2,24,2799,2,0
32,497630260,2800,2,24,2800,2,0
32,497630260,2801,2,24,2801,2,0
32,497630260,2802,2,24,2802,2,0
32,497630260,2803,2,24,2803,2,0
32,497630260,2804,2,24,2804,2,0
32,497630260,2805,2,24,2805,2,0
32,497630260,2806,2,24,2806,2,0
32,497630260,2807,2,24,2807,2,0
32,497630260,2808,2,24,2808,2,0
32,497630260,2809,2,24,2809,2,0
32,497630260,2810,2,24,2810,2,0
32,497630260,2811,2,24,2811,2,0
32,497630260,2812,2,24,2812,2,0
32,497630260,2813,2,24,2813,2,0
32,497630260,2814,2,24,2814,2,0
32,497630260,2815,2,24,2815,2,0
32,497630260,2816,2,24,2816,2,0
32,497630260,2817,2,24,2817,2,0
32,497630260,2818,2,24,2818,2,0
32,497630260,2819,2,24,2819,2,0
32,497630260,2820,2,24,2820,2,0
32,497630260,2821,2,24,2821,2,0
32,497630260,2822,2,24,2822,2,0
32,497630260,2823,2,24,2823,2,0
32,497630260,2824,2,24,2824,2,0
32,497630260,2825,2,24,2825,2,0
32,497630260,2826,2,24,2826,2,0
32,497630260,2827,2,24,2827,2,0
32,497630260,2828,2,24,2828,2,0
32,497630260,2829,2,24,2829,2,0
32,497630260,2830,2,24,2830,2,0
32,497630260,2831,2,24,2831,2,0
32,497630260,2832,2,24,2832,2,0
32,497630260,2833,2,24,2833,2,0
32,497630260,2834,2,24,2834,2,0
32,497630260,2835,2,24,2835,2,0
32,497630260,2836,2,24,2836,2,0
32,497630260,2837,2,24,2837,2,0
32,497630260,2838,2,24,2838,2,0
32,497630260,2839,2,24,2839,2,0
32,497630260,2840,2,24,2840,2,0
32,497630260,2841,2,24,2841,2,0
32,497630260,2842,2,24,2842,2,0
32,497630260,2843,2,24,2843,2,0
32,497630260,2844,2,24,2844,2,0
32,497630260,2845,2,24,2845,2,0
32,497630260,2846,2,24,2846,2,0
32,497630260,2847,2,24,2847,2,0
32,497630260,2848,2,24,2848,2,0
32,497630260,2849,2,24,2849,2,0
32,497630260,2850,2,24,2850,2,0
32,497630260,2851,2,24,2851,2,0
32,497630260,2852,2,24,2852,2,0
32,497630260,2853,2,24,2853,2,0
32,497630260,2854,2,24,2854,2,0
32,497630260,2855,2,24,2855,2,0
32,497630260,2856,2,24,2856,2,0
32,497630260,2857,2,24,2857,2,0
32,497630260,2858,2,24,2858,2,0
32,497630260,2859,2,24,2859,2,0
32,497630260,2860,2,24,2860,2,0
32,497630260,2861,2,24,2861,2,0
32,497630260,2862,2,24,2862,2,0
32,497630260,2863,2,24,2863,2,0
32,497630260,2864,2,24,2864,2,0
32,497630260,2865,2,24,2865,2,0
32,497630260,2866,2,24,2866,2,0
32,497630260,2867,2,24,2867,2,0
32,497630260,2868,2,24,2868,2,0
32,497630260,2869,2,24,2869,2,0
32,497630260,2870,2,24,2870,2,0
32,497630260,2871,2,24,2871,2,0
32,497630260,2872,2,24,2872,2,0
32,497630260,2873,2,25,2873,2,0
32,497630260,2874,2,25,2874,2,0
32,497630260,2875,2,25,2875,2,0
32,497630260,2876,2,25,2876,2,0
32,497630260,2877,2,25,2877,2,0
32,497630260,2878,2,25,2878,2,0
32,497630260,2879,2,25,2879,2,0
32,497630260,2880,2,25,2880,2,0
32,497630260,2881,2,25,2881,2,0
32,497630260,2882,2,25,2882,2,0
32,497630260,2883,2,25,2883,2,0
32,497630260,2884,2,25,2884,2,0
32,497630260,2885,2,25,2885,2,0
32,497630260,2886,2,25,2886,2,0
32,497630260,2887,2,25,2887,2,0
32,497630260,2888,2,25,2888,2,0
32,497630260,2889,2,25,2889,2,0
32,497630260,2890,2,25,2890,2,0
32,497630260,2891,2,25,2891,2,0
32,497630260,2892,2,25,2892,2,0
32,497630260,2893,2,25,2893,2,0
32,497630260,2894,2,25,2894,2,0
32,497630260,2895,2,25,2895,2,0
32,497630260,2896,2,25,2896,2,0
32,497630260,2897,2,25,2897,2,0
32,497630260,2898,2,25,2898,2,0
32,497630260,2899,2,25,2899,2,0
32,497630260,2900,2,25,2900,2,0
32,497630260,2901,2,25,2901,2,0
32,497630260,2902,2,25,2902,2,0
32,497630260,2903,2,25,2903,2,0
32,497630260,2904,2,25,2904,2,0
32,497630260,2905,2,25,2905,2,0
32,497630260,2906,2,25,2906,2,0
32,497630260,2907,2,25,2907,2,0
32,497630260,2908,2,25,2908,2,0
32,497630260,2909,2,25,2909,2,0
32,497630260,2910,2,25,2910,2,0
32,497630260,2911,2,25,2911,2,0
32,497630260,2912,2,25,2912,2,0
32,497630260,2913,2,25,2913,2,0
32,497630260,2914,2,25,2914,2,0
32,497630260,2915,2,25,2915,2,0
32,497630260,2916,2,25,2916,2,0
32,497630260,2917,2,25,2917,2,0
32,497630260,2918,2,25,2918,2,0
32,497630260,2919,2,25,2919,2,0
32,497630260,2920,2,25,2920,2,0
32,497630260,2921,2,25,2921,2,0
32,497630260,2922,2,25,2922,2,0
32,497630260,2923,2,25,2923,2,0
32,497630260,2924,2,25,2924,2,0
32,497630260,2925,2,25,2925,2,0
32,497630260,2926,2,25,2926,2,0
32,497630260,2927,2,25,2927,2,0
32,497630260,2928,2,25,2928,2,0
32,497630260,2929,2,25,2929,2,0
32,497630260,2930,2,25,2930,2,0
32,497630260,2931,2,25,2931,2,0
32,497630260,2932,2,25,2932,2,0
32,497630260,2933,2,25,2933,2,0
32,497630260,2934,2,25,2934,2,0
32,497630260,2935,2,25,2935,2,0
32,497630260,2936,2,25,2936,2,0
32,497630260,2937,2,25,2937,2,0
32,497630260,2938,2,25,2938,2,0
32,497630260,2939,2,25,2939,2,0
32,497630260,2940,2,25,2940,2,0
32,497630260,2941,2,25,2941,2,0
32,497630260,2942,2,25,2942,2,0
32,497630260,2943,2,25,2943,2,0
32,497630260,2944,2,25,2944,2,0
32,497630260,2945,2,25,2945,2,0
32,497630260,2946,2,25,2946,2,0
32,497630260,2947,2,25,2947,2,0
32,497630260,2948,2,25,2948,2,0
32,497630260,2949,2,25,2949,2,0
32,497630260,2950,2,25,2950,2,0
32,497630260,2951,2,25,2951,2,0
32,497630260,2952,2,25,2952,2,0
32,497630260,2953,2,25,2953,2,0
32,497630260,2954,2,25,2954,2,0
32,497630260,2955,2,25,2955,2,0
32,497630260,2956,2,25,2956,2,0
32,497630260,2957,2,25,2957,2,0
32,497630260,2958,2,25,2958,2,0
32,497630260,2959,2,25,2959,2,0
32,497630260,2960,2,25,2960,2,0
32,497630260,2961,2,25,2961,2,0
32,497630260,2962,2,25,2962,2,0
32,497630260,2963,2,25,2963,2,0
32,497630260,2964,2,25,2964,2,0
32,497630260,2965,2,26,2965,2,0
32,497630260,2966,2,26,2966,2,0
32,497630260,2967,2,26,2967,2,0
32,497630260,2968,2,26,2968,2,0
32,497630260,2969,2,26,2969,2,0
32,497630260,2970,2,26,2970,2,0
32,497630260,2971,2,26,2971,2,0
32,497630260,2972,2,26,2972,2,0
32,497630260,2973,2,26,2973,2,0
32,497630260,2974,2,26,2974,2,0
32,497630260,2975,2,26,2975,2,0
32,497630260,2976,2,26,2976,2,0
32,497630260,2977,2,26,2977,2,0
32,497630260,2978,2,26,2978,2,0
32,497630260,2979,2,26,2979,2,0
32,497630260,2980,2,26,2980,2,0
32,497630260,2981,2,26,2981,2,0
32,497630260,2982,2,26,2982,2,0
32,497630260,2983,2,26,2983,2,0
32,497630260,2984,2,26,2984,2,0
32,497630260,2985,2,26,2985,2,0
32,497630260,2986,2,26,2986,2,0
32,497630260,2987,2,26,2987,2,0
32,497630260,2988,2,26,2988,2,0
32,497630260,2989,2,26,2989,2,0
32,497630260,2990,2,26,2990,2,0
32,497630260,2991,2,26,2991,2,0
32,497630260,2992,2,26,2992,2,0
32,497630260,2993,2,26,2993,2,0
32,497630260,2994,2,26,2994,2,0
32,497630260,2995,2,26,2995,2,0
32,497630260,2996,2,26,2996,2,0
32,497630260,2997,2,26,2997,2,0
32,497630260,2998,2,26,2998,2,0
32,497630260,2999,2,26,2999,2,0
32,497630260,3000,2,26,3000,2,0
32,497630260,3001,2,26,3001,2,0
32,497630260,3002,2,26,3002,2,0
32,497630260,3003,2,26,3003,2,0
32,497630260,3004,2,26,3004,2,0
32,497630260,3005,2,26,3005,2,0
32,497630260,3006,2,26,3006,2,0
32,497630260,3007,2,26,3007,2,0
32,497630260,3008,2,26,3008,2,0
32,497630260,3009,2,26,3009,2,0
32,497630260,3010,2,26,3010,2,0
32,497630260,3011,2,26,3011,2,0
32,497630260,3012,2,26,3012,2,0
32,497630260,3013,2,26,3013,2,0
32,497630260,3014,2,26,3014,2,0
32,497630260,3015,2,26,3015,2,0
32,497630260,3016,2,26,3016,2,0
32,497630260,3017,2,26,3017,2,0
32,497630260,3018,2,26,3018,2,0
32,497630260,3019,2,26,3019,2,0
32,497630260,3020,2,26,3020,2,0
32,497630260,3021,2,26,3021,2,0
32,497630260,3022,2,26,3022,2,0
32,497630260,3023,2,26,3023,2,0
32,497630260,3024,2,26,3024,2,0
32,497630260,3025,2,26,3025,2,0
32,497630260,3026,2,26,3026,2,0
32,497630260,3027,2,26,3027,2,0
32,497630260,3028,2,26,3028,2,0
32,497630260,3029,2,26,3029,2,0
32,497630260,3030,2,26,3030,2,0
32,497630260,3031,2,26,3031,2,0
32,497630260,3032,2,26,3032,2,0
32,497630260,3033,2,26,3033,2,0
32,497630260,3034,2,26,3034,2,0
32,497630260,3035,2,26,3035,2,0
32,497630260,3036,2,26,3036,2,0
32,497630260,3037,2,26,3037,2,0
32,497630260,3038,2,26,3038,2,0
32,497630260,3039,2,26,3039,2,0
32,497630260,3040,2,26,3040,2,0
32,497630260,3041,2,26,3041,2,0
32,497630260,3042,2,26,3042,2,0
32,497630260,3043,2,26,3043,2,0
32,497630260,3044,2,26,3044,2,0
32,497630260,3045,2,26,3045,2,0
32,497630260,3046,2,26,3046,2,0
32,497630260,3047,2,26,3047,2,0
32,497630260,3048,2,26,3048,2,0
32,497630260,3049,2,26,3049,2,0
32,497630260,3050,2,26,3050,2,0
32,497630260,3051,2,26,3051,2,0
32,497630260,3052,2,26,3052,2,0
32,497630260,3053,2,26,3053,2,0
32,497630260,3054,2,26,3054,2,0
32,497630260,3055,2,26,3055,2,0
32,497630260,3056,2,26,3056,2,0
32,497630260,3057,2,26,3057,2,0
32,497630260,3058,2,26,3058,2,0
32,497630260,3059,2,26,3059,2,0
32,497630260,3060,2,26,3060,2,0
32,497630260,3061,2,27,3061,2,0
32,497630260,3062,2,27,3062,2,0
32,497630260,3063,2,27,3063,2,0
32,497630260,3064,2,27,3064,2,0
32,497630260,3065,2,27,3065,2,0
32,497630260,3066,2,27,3066,2,0
32,497630260,3067,2,27,3067,2,0
32,497630260,3068,2,27,3068,2,0
32,497630260,3069,2,27,3069,2,0
32,497630260,3070,2,27,3070,2,0
32,497630260,3071,2,27,3071,2,0
32,497630260,3072,2,27,3072,2,0
32,497630260,3073,2,27,3073,2,0
32,497630260,3074,2,27,3074,2,0
32,497630260,3075,2,27,3075,2,0
32,497630260,3076,2,27,3076,2,0
32,497630260,3077,2,27,3077,2,0
32,497630260,3078,2,27,3078,2,0
32,497630260,3079,2,27,3079,2,0
32,497630260,3080,2,27,3080,2,0
32,497630260,3081,2,27,3081,2,0
32,497630260,3082,2,27,3082,2,0
32,497630260,3083,2,27,3083,2,0
32,497630260,3084,2,27,3084,2,0
32,497630260,3085,2,27,3085,2,0
32,497630260,3086,2,27,3086,2,0
32,497630260,3087,2,27,3087,2,0
