success,family,n_qubits,seed,n_t_gates,gf2_rank,nullity,predicted_chi,ofd_chi,ofd_entropy,m_ofd,ofd_rate,nodis_chi,nodis_entropy,structural_bound,structural_satisfied,optimal_satisfied,greedy_optimal,tightness,chi_reduction,log2_chi_ofd,log2_chi_nodis,log2_predicted,log2_structural
true,"Random Clifford+T (Brick-wall)",4,2858288167,4,3,1,2,1,0.000000,2,0.500000,2,0.416496,4,true,true,false,0.000000,0.500000,0.0000,1.0000,1.0000,2.0000
true,"Random Clifford+T (Brick-wall)",4,27556327,4,3,1,2,2,0.000000,3,0.750000,4,0.562335,2,true,true,true,1.000000,0.500000,1.0000,2.0000,1.0000,1.0000
true,"Random Clifford+T (Brick-wall)",4,1289096144,4,3,1,2,2,0.000000,2,0.500000,4,0.497930,4,true,true,false,0.500000,0.500000,1.0000,2.0000,1.0000,2.0000
true,"Random Clifford+T (Brick-wall)",4,2261846131,4,2,2,4,2,0.000000,2,0.500000,2,0.416496,4,true,true,true,0.500000,1.000000,1.0000,1.0000,2.0000,2.0000
true,"Random Clifford+T (Brick-wall)",4,3265963412,4,3,1,2,2,0.416496,3,0.750000,4,0.562335,2,true,true,true,1.000000,0.500000,1.0000,2.0000,1.0000,1.0000
true,"Random Clifford+T (Brick-wall)",5,2554917909,5,4,1,2,2,0.245775,3,0.600000,4,0.832991,4,true,true,false,0.500000,0.500000,1.0000,2.0000,1.0000,2.0000
true,"Random Clifford+T (Brick-wall)",5,4092872157,5,4,1,2,4,0.376770,3,0.600000,4,0.645511,4,true,false,false,1.000000,1.000000,2.0000,2.0000,1.0000,2.0000
true,"Random Clifford+T (Brick-wall)",5,2567376142,5,4,1,2,2,0.000000,3,0.600000,4,0.562335,4,true,true,false,0.500000,0.500000,1.0000,2.0000,1.0000,2.0000
true,"Random Clifford+T (Brick-wall)",5,1791644493,5,4,1,2,1,0.000000,4,0.800000,8,0.978831,2,true,true,true,0.000000,0.125000,0.0000,3.0000,1.0000,1.0000
true,"Random Clifford+T (Brick-wall)",5,3361010969,5,5,0,1,1,0.000000,5,1.000000,8,1.006856,1,true,true,true,1.000000,0.125000,0.0000,3.0000,0.0000,0.0000
true,"Random Clifford+T (Brick-wall)",6,1233028644,6,4,2,4,2,0.245775,4,0.666667,8,1.146274,4,true,true,true,0.500000,0.250000,1.0000,3.0000,2.0000,2.0000
true,"Random Clifford+T (Brick-wall)",6,470877840,6,5,1,2,2,0.416496,5,0.833333,8,1.199178,2,true,true,true,1.000000,0.250000,1.0000,3.0000,1.0000,1.0000
true,"Random Clifford+T (Brick-wall)",6,2847440735,6,4,2,4,4,0.498023,4,0.666667,8,1.131301,4,true,true,true,1.000000,0.500000,2.0000,3.0000,2.0000,2.0000
true,"Random Clifford+T (Brick-wall)",6,2631445037,6,5,1,2,4,0.597111,4,0.666667,8,1.161471,4,true,false,false,1.000000,0.500000,2.0000,3.0000,1.0000,2.0000
true,"Random Clifford+T (Brick-wall)",6,2415584184,6,6,0,1,1,0.000000,6,1.000000,8,1.133643,1,true,true,true,1.000000,0.125000,0.0000,3.0000,0.0000,0.0000
true,"Random Clifford+T (Brick-wall)",7,2137503796,7,7,0,1,2,0.396831,6,0.857143,16,1.511059,2,true,false,false,1.000000,0.125000,1.0000,4.0000,0.0000,1.0000
true,"Random Clifford+T (Brick-wall)",7,1810497556,7,7,0,1,2,0.416496,6,0.857143,8,0.953811,2,true,false,false,1.000000,0.250000,1.0000,3.0000,0.0000,1.0000
true,"Random Clifford+T (Brick-wall)",7,1813046975,7,6,1,2,2,0.196467,6,0.857143,8,1.322962,2,true,true,true,1.000000,0.250000,1.0000,3.0000,1.0000,1.0000
true,"Random Clifford+T (Brick-wall)",7,2627166677,7,5,2,4,2,0.416496,6,0.857143,8,1.229565,2,true,true,true,1.000000,0.250000,1.0000,3.0000,2.0000,1.0000
true,"Random Clifford+T (Brick-wall)",7,4018275572,7,5,2,4,1,0.000000,6,0.857143,16,1.537641,2,true,true,true,0.000000,0.062500,0.0000,4.0000,2.0000,1.0000
true,"Random Clifford+T (Brick-wall)",8,797217522,8,7,1,2,2,0.416496,7,0.875000,16,1.603958,2,true,true,true,1.000000,0.125000,1.0000,4.0000,1.0000,1.0000
true,"Random Clifford+T (Brick-wall)",8,302696247,8,7,1,2,4,0.562335,6,0.750000,8,1.494554,4,true,false,false,1.000000,0.500000,2.0000,3.0000,1.0000,2.0000
true,"Random Clifford+T (Brick-wall)",8,928423084,8,7,1,2,2,0.416496,6,0.750000,16,1.751037,4,true,true,false,0.500000,0.125000,1.0000,4.0000,1.0000,2.0000
true,"Random Clifford+T (Brick-wall)",8,2920416463,8,6,2,4,2,0.335322,7,0.875000,16,1.262676,2,true,true,true,1.000000,0.125000,1.0000,4.0000,2.0000,1.0000
true,"Random Clifford+T (Brick-wall)",8,1529192876,8,7,1,2,2,0.416496,7,0.875000,16,1.460585,2,true,true,true,1.000000,0.125000,1.0000,4.0000,1.0000,1.0000
true,"Random Clifford+T (All-to-all)",4,11422597,4,3,1,2,1,0.000000,4,1.000000,4,0.848283,1,true,true,true,1.000000,0.250000,0.0000,2.0000,1.0000,0.0000
true,"Random Clifford+T (All-to-all)",4,2438951563,4,2,2,4,2,0.335322,2,0.500000,4,0.562335,4,true,true,true,0.500000,0.500000,1.0000,2.0000,2.0000,2.0000
true,"Random Clifford+T (All-to-all)",4,2300788967,4,4,0,1,2,0.245775,3,0.750000,4,0.721985,2,true,false,false,1.000000,0.500000,1.0000,2.0000,0.0000,1.0000
true,"Random Clifford+T (All-to-all)",4,1961400497,4,4,0,1,1,0.000000,3,0.750000,4,0.693147,2,true,true,false,0.000000,0.250000,0.0000,2.0000,0.0000,1.0000
true,"Random Clifford+T (All-to-all)",4,3604784663,4,3,1,2,2,0.196467,2,0.500000,4,0.661563,4,true,true,false,0.500000,0.500000,1.0000,2.0000,1.0000,2.0000
true,"Random Clifford+T (All-to-all)",5,362827808,5,4,1,2,1,0.000000,5,1.000000,8,1.211001,1,true,true,true,1.000000,0.125000,0.0000,3.0000,1.0000,0.0000
true,"Random Clifford+T (All-to-all)",5,4185516691,5,4,1,2,2,0.000000,4,0.800000,4,0.779753,2,true,true,true,1.000000,0.500000,1.0000,2.0000,1.0000,1.0000
true,"Random Clifford+T (All-to-all)",5,4012347271,5,5,0,1,2,0.335322,4,0.800000,8,0.924418,2,true,false,false,1.000000,0.250000,1.0000,3.0000,0.0000,1.0000
true,"Random Clifford+T (All-to-all)",5,90818317,5,4,1,2,2,0.291816,3,0.600000,4,0.912939,4,true,true,false,0.500000,0.500000,1.0000,2.0000,1.0000,2.0000
true,"Random Clifford+T (All-to-all)",5,4252983589,5,4,1,2,1,0.000000,5,1.000000,8,1.080603,1,true,true,true,1.000000,0.125000,0.0000,3.0000,1.0000,0.0000
true,"Random Clifford+T (All-to-all)",6,993841618,6,6,0,1,1,0.000000,6,1.000000,8,1.390997,1,true,true,true,1.000000,0.125000,0.0000,3.0000,0.0000,0.0000
true,"Random Clifford+T (All-to-all)",6,2939852288,6,5,1,2,1,0.000000,6,1.000000,8,1.279610,1,true,true,true,1.000000,0.125000,0.0000,3.0000,1.0000,0.0000
true,"Random Clifford+T (All-to-all)",6,3804953896,6,5,1,2,2,0.376770,5,0.833333,8,1.303208,2,true,true,true,1.000000,0.250000,1.0000,3.0000,1.0000,1.0000
true,"Random Clifford+T (All-to-all)",6,919878716,6,5,1,2,1,0.000000,6,1.000000,8,1.441568,1,true,true,true,1.000000,0.125000,0.0000,3.0000,1.0000,0.0000
true,"Random Clifford+T (All-to-all)",6,533366103,6,5,1,2,2,0.269150,5,0.833333,8,1.603019,2,true,true,true,1.000000,0.250000,1.0000,3.0000,1.0000,1.0000
true,"Random Clifford+T (All-to-all)",7,2910049552,7,6,1,2,1,0.000000,7,1.000000,16,1.652843,1,true,true,true,1.000000,0.062500,0.0000,4.0000,1.0000,0.0000
true,"Random Clifford+T (All-to-all)",7,112175048,7,6,1,2,2,0.416496,6,0.857143,8,1.360523,2,true,true,true,1.000000,0.250000,1.0000,3.0000,1.0000,1.0000
true,"Random Clifford+T (All-to-all)",7,956709036,7,7,0,1,2,0.416496,6,0.857143,12,1.469725,2,true,false,false,1.000000,0.166667,1.0000,3.5850,0.0000,1.0000
true,"Random Clifford+T (All-to-all)",7,2184705100,7,6,1,2,1,0.000000,7,1.000000,16,1.573183,1,true,true,true,1.000000,0.062500,0.0000,4.0000,1.0000,0.0000
true,"Random Clifford+T (All-to-all)",7,1648051982,7,6,1,2,2,0.416496,6,0.857143,8,1.335218,2,true,true,true,1.000000,0.250000,1.0000,3.0000,1.0000,1.0000
true,"Random Clifford+T (All-to-all)",8,2627299556,8,8,0,1,2,0.406711,7,0.875000,16,2.022130,2,true,false,false,1.000000,0.125000,1.0000,4.0000,0.0000,1.0000
true,"Random Clifford+T (All-to-all)",8,92695383,8,7,1,2,1,0.000000,7,0.875000,16,2.007252,2,true,true,true,0.000000,0.062500,0.0000,4.0000,1.0000,1.0000
true,"Random Clifford+T (All-to-all)",8,332736323,8,8,0,1,2,0.396831,7,0.875000,16,1.796085,2,true,false,false,1.000000,0.125000,1.0000,4.0000,0.0000,1.0000
true,"Random Clifford+T (All-to-all)",8,3883875570,8,7,1,2,2,0.245775,7,0.875000,16,1.723680,2,true,true,true,1.000000,0.125000,1.0000,4.0000,1.0000,1.0000
true,"Random Clifford+T (All-to-all)",8,874731977,8,7,1,2,2,0.142624,7,0.875000,16,1.996545,2,true,true,true,1.000000,0.125000,1.0000,4.0000,1.0000,1.0000
true,"Bernstein-Vazirani",4,241706154,4,4,0,1,1,0.000000,4,1.000000,4,0.416496,1,true,true,true,1.000000,0.250000,0.0000,2.0000,0.0000,0.0000
true,"Bernstein-Vazirani",4,2679784496,4,3,1,2,2,0.000000,3,0.750000,1,0.000000,2,true,true,true,1.000000,2.000000,1.0000,0.0000,1.0000,1.0000
true,"Bernstein-Vazirani",4,1646334839,4,2,2,4,1,0.000000,3,0.750000,4,0.416496,2,true,true,true,0.000000,0.250000,0.0000,2.0000,2.0000,1.0000
true,"Bernstein-Vazirani",4,3984036732,4,3,1,2,1,0.000000,3,0.750000,1,0.000000,2,true,true,true,0.000000,1.000000,0.0000,0.0000,1.0000,1.0000
true,"Bernstein-Vazirani",4,3274205786,4,3,1,2,2,0.000000,3,0.750000,4,0.416496,2,true,true,true,1.000000,0.500000,1.0000,2.0000,1.0000,1.0000
true,"Bernstein-Vazirani",5,3482613669,5,4,1,2,2,0.000000,4,0.800000,4,0.693147,2,true,true,true,1.000000,0.500000,1.0000,2.0000,1.0000,1.0000
true,"Bernstein-Vazirani",5,1714335411,5,4,1,2,2,0.000000,4,0.800000,2,0.416496,2,true,true,true,1.000000,1.000000,1.0000,1.0000,1.0000,1.0000
true,"Bernstein-Vazirani",5,2093948404,5,3,2,4,2,0.000000,3,0.600000,2,0.000000,4,true,true,true,0.500000,1.000000,1.0000,1.0000,2.0000,2.0000
true,"Bernstein-Vazirani",5,2639461881,5,5,0,1,1,0.000000,5,1.000000,4,0.416496,1,true,true,true,1.000000,0.250000,0.0000,2.0000,0.0000,0.0000
true,"Bernstein-Vazirani",5,3632630914,5,3,2,4,1,0.000000,4,0.800000,2,0.416496,2,true,true,true,0.000000,0.500000,0.0000,1.0000,2.0000,1.0000
true,"Bernstein-Vazirani",6,1689921460,6,4,2,4,2,0.000000,4,0.666667,2,0.000000,4,true,true,true,0.500000,1.000000,1.0000,1.0000,2.0000,2.0000
true,"Bernstein-Vazirani",6,3386980781,6,3,3,8,1,0.000000,4,0.666667,4,0.416496,4,true,true,true,0.000000,0.250000,0.0000,2.0000,3.0000,2.0000
true,"Bernstein-Vazirani",6,3146222948,6,4,2,4,2,0.000000,3,0.500000,4,0.693147,8,true,true,false,0.333333,0.500000,1.0000,2.0000,2.0000,3.0000
true,"Bernstein-Vazirani",6,1795932427,6,5,1,2,2,0.000000,5,0.833333,4,0.416496,2,true,true,true,1.000000,0.500000,1.0000,2.0000,1.0000,1.0000
true,"Bernstein-Vazirani",6,2214405560,6,4,2,4,2,0.000000,4,0.666667,4,0.416496,4,true,true,true,0.500000,0.500000,1.0000,2.0000,2.0000,2.0000
true,"Bernstein-Vazirani",7,1717754518,7,5,2,4,2,0.000000,5,0.714286,2,0.000000,4,true,true,true,0.500000,1.000000,1.0000,1.0000,2.0000,2.0000
true,"Bernstein-Vazirani",7,4213938127,7,5,2,4,2,0.000000,5,0.714286,2,0.000000,4,true,true,true,0.500000,1.000000,1.0000,1.0000,2.0000,2.0000
true,"Bernstein-Vazirani",7,849851204,7,5,2,4,2,0.000000,5,0.714286,4,0.416496,4,true,true,true,0.500000,0.500000,1.0000,2.0000,2.0000,2.0000
true,"Bernstein-Vazirani",7,3989677233,7,5,2,4,2,0.000000,5,0.714286,4,0.416496,4,true,true,true,0.500000,0.500000,1.0000,2.0000,2.0000,2.0000
true,"Bernstein-Vazirani",7,861231153,7,6,1,2,1,0.000000,6,0.857143,2,0.000000,2,true,true,true,0.000000,0.500000,0.0000,1.0000,1.0000,1.0000
true,"Bernstein-Vazirani",8,4215459390,8,5,3,8,2,0.000000,5,0.625000,2,0.000000,8,true,true,true,0.333333,1.000000,1.0000,1.0000,3.0000,3.0000
true,"Bernstein-Vazirani",8,3642077570,8,6,2,4,2,0.000000,7,0.875000,2,0.416496,2,true,true,true,1.000000,1.000000,1.0000,1.0000,2.0000,1.0000
true,"Bernstein-Vazirani",8,1166620170,8,6,2,4,2,0.000000,6,0.750000,4,0.416496,4,true,true,true,0.500000,0.500000,1.0000,2.0000,2.0000,2.0000
true,"Bernstein-Vazirani",8,1171204922,8,6,2,4,2,0.000000,6,0.750000,4,0.416496,4,true,true,true,0.500000,0.500000,1.0000,2.0000,2.0000,2.0000
true,"Bernstein-Vazirani",8,2670474692,8,5,3,8,2,0.000000,5,0.625000,4,0.693147,8,true,true,true,0.333333,0.500000,1.0000,2.0000,3.0000,3.0000
true,"Simon's Algorithm",4,2798866308,4,2,2,4,1,0.000000,2,0.500000,1,0.000000,4,true,true,true,0.000000,1.000000,0.0000,0.0000,2.0000,2.0000
true,"Simon's Algorithm",4,3941929882,4,2,2,4,2,0.000000,2,0.500000,2,0.416496,4,true,true,true,0.500000,1.000000,1.0000,1.0000,2.0000,2.0000
true,"Simon's Algorithm",4,3989155260,4,2,2,4,1,0.000000,2,0.500000,1,0.000000,4,true,true,true,0.000000,1.000000,0.0000,0.0000,2.0000,2.0000
true,"Simon's Algorithm",4,877998027,4,2,2,4,2,0.000000,2,0.500000,2,0.000000,4,true,true,true,0.500000,1.000000,1.0000,1.0000,2.0000,2.0000
true,"Simon's Algorithm",4,4106641378,4,2,2,4,1,0.000000,2,0.500000,2,0.693147,4,true,true,true,0.000000,0.500000,0.0000,1.0000,2.0000,2.0000
true,"Simon's Algorithm",6,2121103894,6,3,3,8,2,0.000000,3,0.500000,2,0.416496,8,true,true,true,0.333333,1.000000,1.0000,1.0000,3.0000,3.0000
true,"Simon's Algorithm",6,4189464616,6,3,3,8,1,0.000000,3,0.500000,1,0.000000,8,true,true,true,0.000000,1.000000,0.0000,0.0000,3.0000,3.0000
true,"Simon's Algorithm",6,4181391915,6,3,3,8,2,0.416496,3,0.500000,2,0.416496,8,true,true,true,0.333333,1.000000,1.0000,1.0000,3.0000,3.0000
true,"Simon's Algorithm",6,828028343,6,3,3,8,2,0.000000,3,0.500000,2,0.693147,8,true,true,true,0.333333,1.000000,1.0000,1.0000,3.0000,3.0000
true,"Simon's Algorithm",6,1079324000,6,3,3,8,2,0.416496,3,0.500000,2,0.416496,8,true,true,true,0.333333,1.000000,1.0000,1.0000,3.0000,3.0000
true,"Simon's Algorithm",8,3730529337,8,4,4,16,2,0.000000,4,0.500000,2,0.000000,16,true,true,true,0.250000,1.000000,1.0000,1.0000,4.0000,4.0000
true,"Simon's Algorithm",8,510012226,8,4,4,16,2,0.000000,4,0.500000,2,0.000000,16,true,true,true,0.250000,1.000000,1.0000,1.0000,4.0000,4.0000
true,"Simon's Algorithm",8,1091540102,8,4,4,16,2,0.000000,3,0.375000,2,0.416496,32,true,true,false,0.200000,1.000000,1.0000,1.0000,4.0000,5.0000
true,"Simon's Algorithm",8,2022187829,8,4,4,16,2,0.693147,4,0.500000,4,0.693147,16,true,true,true,0.250000,0.500000,1.0000,2.0000,4.0000,4.0000
true,"Simon's Algorithm",8,2906543552,8,4,4,16,4,0.693147,4,0.500000,2,0.693147,16,true,true,true,0.500000,2.000000,2.0000,1.0000,4.0000,4.0000
true,"Deutsch-Jozsa",4,4128215002,0,0,0,1,1,0.000000,0,,1,0.000000,1,true,true,true,1.000000,1.000000,0.0000,0.0000,0.0000,0.0000
true,"Deutsch-Jozsa",4,3429396581,0,0,0,1,1,0.000000,0,,1,0.000000,1,true,true,true,1.000000,1.000000,0.0000,0.0000,0.0000,0.0000
true,"Deutsch-Jozsa",4,429692955,0,0,0,1,1,0.000000,0,,1,0.000000,1,true,true,true,1.000000,1.000000,0.0000,0.0000,0.0000,0.0000
true,"Deutsch-Jozsa",4,2972594300,0,0,0,1,1,0.000000,0,,1,0.000000,1,true,true,true,1.000000,1.000000,0.0000,0.0000,0.0000,0.0000
true,"Deutsch-Jozsa",4,1589716052,4,3,1,2,2,0.000000,3,0.750000,2,0.000000,2,true,true,true,1.000000,1.000000,1.0000,1.0000,1.0000,1.0000
true,"Deutsch-Jozsa",5,3993122684,5,3,2,4,2,0.000000,3,0.600000,2,0.000000,4,true,true,true,0.500000,1.000000,1.0000,1.0000,2.0000,2.0000
true,"Deutsch-Jozsa",5,4202730698,5,2,3,8,1,0.000000,2,0.400000,1,0.000000,8,true,true,true,0.000000,1.000000,0.0000,0.0000,3.0000,3.0000
true,"Deutsch-Jozsa",5,3684507223,5,1,4,16,2,0.000000,1,0.200000,2,0.000000,16,true,true,true,0.250000,1.000000,1.0000,1.0000,4.0000,4.0000
true,"Deutsch-Jozsa",5,358564291,5,2,3,8,1,0.000000,2,0.400000,1,0.000000,8,true,true,true,0.000000,1.000000,0.0000,0.0000,3.0000,3.0000
true,"Deutsch-Jozsa",5,1702191852,5,2,3,8,2,0.000000,2,0.400000,2,0.000000,8,true,true,true,0.333333,1.000000,1.0000,1.0000,3.0000,3.0000
true,"Deutsch-Jozsa",6,807273727,0,0,0,1,1,0.000000,0,,1,0.000000,1,true,true,true,1.000000,1.000000,0.0000,0.0000,0.0000,0.0000
true,"Deutsch-Jozsa",6,1393417632,0,0,0,1,1,0.000000,0,,1,0.000000,1,true,true,true,1.000000,1.000000,0.0000,0.0000,0.0000,0.0000
true,"Deutsch-Jozsa",6,1502539170,0,0,0,1,1,0.000000,0,,1,0.000000,1,true,true,true,1.000000,1.000000,0.0000,0.0000,0.0000,0.0000
true,"Deutsch-Jozsa",6,413475076,0,0,0,1,1,0.000000,0,,1,0.000000,1,true,true,true,1.000000,1.000000,0.0000,0.0000,0.0000,0.0000
true,"Deutsch-Jozsa",6,2134747688,0,0,0,1,1,0.000000,0,,1,0.000000,1,true,true,true,1.000000,1.000000,0.0000,0.0000,0.0000,0.0000
true,"Deutsch-Jozsa",7,1928255040,7,3,4,16,2,0.000000,3,0.428571,2,0.000000,16,true,true,true,0.250000,1.000000,1.0000,1.0000,4.0000,4.0000
true,"Deutsch-Jozsa",7,2300034822,0,0,0,1,1,0.000000,0,,1,0.000000,1,true,true,true,1.000000,1.000000,0.0000,0.0000,0.0000,0.0000
true,"Deutsch-Jozsa",7,1664829338,7,2,5,32,1,0.000000,2,0.285714,2,0.000000,32,true,true,true,0.000000,0.500000,0.0000,1.0000,5.0000,5.0000
true,"Deutsch-Jozsa",7,390591174,7,5,2,4,2,0.000000,5,0.714286,2,0.000000,4,true,true,true,0.500000,1.000000,1.0000,1.0000,2.0000,2.0000
true,"Deutsch-Jozsa",7,4040566266,7,4,3,8,2,0.000000,4,0.571429,1,0.000000,8,true,true,true,0.333333,2.000000,1.0000,0.0000,3.0000,3.0000
true,"Deutsch-Jozsa",8,4110571067,0,0,0,1,1,0.000000,0,,1,0.000000,1,true,true,true,1.000000,1.000000,0.0000,0.0000,0.0000,0.0000
true,"Deutsch-Jozsa",8,2870881153,8,3,5,32,2,0.000000,3,0.375000,2,0.000000,32,true,true,true,0.200000,1.000000,1.0000,1.0000,5.0000,5.0000
true,"Deutsch-Jozsa",8,3842412251,8,5,3,8,2,0.000000,5,0.625000,2,0.000000,8,true,true,true,0.333333,1.000000,1.0000,1.0000,3.0000,3.0000
true,"Deutsch-Jozsa",8,2551641819,8,4,4,16,2,0.000000,4,0.500000,2,0.000000,16,true,true,true,0.250000,1.000000,1.0000,1.0000,4.0000,4.0000
true,"Deutsch-Jozsa",8,813138542,8,4,4,16,2,0.000000,4,0.500000,2,0.000000,16,true,true,true,0.250000,1.000000,1.0000,1.0000,4.0000,4.0000
true,"GHZ State",4,2120954476,4,1,3,8,1,0.000000,1,0.250000,1,0.000000,8,true,true,true,0.000000,1.000000,0.0000,0.0000,3.0000,3.0000
true,"GHZ State",4,1578881445,4,1,3,8,1,0.000000,1,0.250000,1,0.000000,8,true,true,true,0.000000,1.000000,0.0000,0.0000,3.0000,3.0000
true,"GHZ State",4,521143238,4,1,3,8,1,0.000000,1,0.250000,1,0.000000,8,true,true,true,0.000000,1.000000,0.0000,0.0000,3.0000,3.0000
true,"GHZ State",4,4101489971,4,1,3,8,1,0.000000,1,0.250000,1,0.000000,8,true,true,true,0.000000,1.000000,0.0000,0.0000,3.0000,3.0000
true,"GHZ State",4,768330305,4,1,3,8,1,0.000000,1,0.250000,1,0.000000,8,true,true,true,0.000000,1.000000,0.0000,0.0000,3.0000,3.0000
true,"GHZ State",5,1553711610,5,1,4,16,1,0.000000,1,0.200000,1,0.000000,16,true,true,true,0.000000,1.000000,0.0000,0.0000,4.0000,4.0000
true,"GHZ State",5,362606264,5,1,4,16,1,0.000000,1,0.200000,1,0.000000,16,true,true,true,0.000000,1.000000,0.0000,0.0000,4.0000,4.0000
true,"GHZ State",5,1547801151,5,1,4,16,1,0.000000,1,0.200000,1,0.000000,16,true,true,true,0.000000,1.000000,0.0000,0.0000,4.0000,4.0000
true,"GHZ State",5,2818077415,5,1,4,16,1,0.000000,1,0.200000,1,0.000000,16,true,true,true,0.000000,1.000000,0.0000,0.0000,4.0000,4.0000
true,"GHZ State",5,488285948,5,1,4,16,1,0.000000,1,0.200000,1,0.000000,16,true,true,true,0.000000,1.000000,0.0000,0.0000,4.0000,4.0000
true,"GHZ State",6,3428944812,6,1,5,32,1,0.000000,1,0.166667,1,0.000000,32,true,true,true,0.000000,1.000000,0.0000,0.0000,5.0000,5.0000
true,"GHZ State",6,1374600791,6,1,5,32,1,0.000000,1,0.166667,1,0.000000,32,true,true,true,0.000000,1.000000,0.0000,0.0000,5.0000,5.0000
true,"GHZ State",6,2508595995,6,1,5,32,1,0.000000,1,0.166667,1,0.000000,32,true,true,true,0.000000,1.000000,0.0000,0.0000,5.0000,5.0000
true,"GHZ State",6,2131307259,6,1,5,32,1,0.000000,1,0.166667,1,0.000000,32,true,true,true,0.000000,1.000000,0.0000,0.0000,5.0000,5.0000
true,"GHZ State",6,1833529986,6,1,5,32,1,0.000000,1,0.166667,1,0.000000,32,true,true,true,0.000000,1.000000,0.0000,0.0000,5.0000,5.0000
true,"GHZ State",7,3221925211,7,1,6,64,1,0.000000,1,0.142857,1,0.000000,64,true,true,true,0.000000,1.000000,0.0000,0.0000,6.0000,6.0000
true,"GHZ State",7,530828400,7,1,6,64,1,0.000000,1,0.142857,1,0.000000,64,true,true,true,0.000000,1.000000,0.0000,0.0000,6.0000,6.0000
true,"GHZ State",7,3667046084,7,1,6,64,1,0.000000,1,0.142857,1,0.000000,64,true,true,true,0.000000,1.000000,0.0000,0.0000,6.0000,6.0000
true,"GHZ State",7,2618482181,7,1,6,64,1,0.000000,1,0.142857,1,0.000000,64,true,true,true,0.000000,1.000000,0.0000,0.0000,6.0000,6.0000
true,"GHZ State",7,3922608025,7,1,6,64,1,0.000000,1,0.142857,1,0.000000,64,true,true,true,0.000000,1.000000,0.0000,0.0000,6.0000,6.0000
true,"GHZ State",8,3484893207,8,1,7,128,1,0.000000,1,0.125000,1,0.000000,128,true,true,true,0.000000,1.000000,0.0000,0.0000,7.0000,7.0000
true,"GHZ State",8,2868499119,8,1,7,128,1,0.000000,1,0.125000,1,0.000000,128,true,true,true,0.000000,1.000000,0.0000,0.0000,7.0000,7.0000
true,"GHZ State",8,3671202439,8,1,7,128,1,0.000000,1,0.125000,1,0.000000,128,true,true,true,0.000000,1.000000,0.0000,0.0000,7.0000,7.0000
true,"GHZ State",8,1680506717,8,1,7,128,1,0.000000,1,0.125000,1,0.000000,128,true,true,true,0.000000,1.000000,0.0000,0.0000,7.0000,7.0000
true,"GHZ State",8,251972760,8,1,7,128,1,0.000000,1,0.125000,1,0.000000,128,true,true,true,0.000000,1.000000,0.0000,0.0000,7.0000,7.0000
true,"Bell State / EPR Pairs",4,3982463303,4,2,2,4,2,0.000000,2,0.500000,2,0.000000,4,true,true,true,0.500000,1.000000,1.0000,1.0000,2.0000,2.0000
true,"Bell State / EPR Pairs",4,2758413762,4,2,2,4,1,0.000000,2,0.500000,1,0.000000,4,true,true,true,0.000000,1.000000,0.0000,0.0000,2.0000,2.0000
true,"Bell State / EPR Pairs",4,1820021628,4,2,2,4,1,0.000000,2,0.500000,1,0.000000,4,true,true,true,0.000000,1.000000,0.0000,0.0000,2.0000,2.0000
true,"Bell State / EPR Pairs",4,1223315974,4,2,2,4,2,0.000000,2,0.500000,2,0.000000,4,true,true,true,0.500000,1.000000,1.0000,1.0000,2.0000,2.0000
true,"Bell State / EPR Pairs",4,2554523313,4,2,2,4,2,0.000000,2,0.500000,2,0.000000,4,true,true,true,0.500000,1.000000,1.0000,1.0000,2.0000,2.0000
true,"Bell State / EPR Pairs",5,995106331,5,3,2,4,1,0.000000,3,0.600000,1,0.000000,4,true,true,true,0.000000,1.000000,0.0000,0.0000,2.0000,2.0000
true,"Bell State / EPR Pairs",5,3489668369,5,1,4,16,1,0.000000,1,0.200000,1,0.000000,16,true,true,true,0.000000,1.000000,0.0000,0.0000,4.0000,4.0000
true,"Bell State / EPR Pairs",5,166487420,5,2,3,8,2,0.000000,2,0.400000,2,0.000000,8,true,true,true,0.333333,1.000000,1.0000,1.0000,3.0000,3.0000
true,"Bell State / EPR Pairs",5,3856841925,5,2,3,8,1,0.000000,2,0.400000,1,0.000000,8,true,true,true,0.000000,1.000000,0.0000,0.0000,3.0000,3.0000
true,"Bell State / EPR Pairs",5,3176486024,5,3,2,4,1,0.000000,3,0.600000,1,0.000000,4,true,true,true,0.000000,1.000000,0.0000,0.0000,2.0000,2.0000
true,"Bell State / EPR Pairs",6,3021363794,6,3,3,8,2,0.000000,3,0.500000,2,0.000000,8,true,true,true,0.333333,1.000000,1.0000,1.0000,3.0000,3.0000
true,"Bell State / EPR Pairs",6,826655,6,3,3,8,2,0.000000,3,0.500000,2,0.000000,8,true,true,true,0.333333,1.000000,1.0000,1.0000,3.0000,3.0000
true,"Bell State / EPR Pairs",6,3430341953,6,3,3,8,2,0.000000,3,0.500000,2,0.000000,8,true,true,true,0.333333,1.000000,1.0000,1.0000,3.0000,3.0000
true,"Bell State / EPR Pairs",6,3169786684,6,3,3,8,2,0.000000,3,0.500000,2,0.000000,8,true,true,true,0.333333,1.000000,1.0000,1.0000,3.0000,3.0000
true,"Bell State / EPR Pairs",6,3324548157,6,2,4,16,2,0.000000,2,0.333333,2,0.000000,16,true,true,true,0.250000,1.000000,1.0000,1.0000,4.0000,4.0000
