success,family,n_qubits,seed,n_t_gates,n_total_gates,gf2_rank,nullity,nullity_ratio,rank_ratio,rank_to_t_ratio,t_density,xbit_density,n_disentanglable,n_not_disentanglable
true,"Quantum Fourier Transform",128,2582500710,17424,40960,127,17297,0.992711,0.992188,0.007289,136.1250,0.005208,127,17297
true,"Quantum Fourier Transform",128,1303454273,17424,40960,127,17297,0.992711,0.992188,0.007289,136.1250,0.005208,127,17297
true,"Quantum Fourier Transform",128,3726145453,17424,40960,127,17297,0.992711,0.992188,0.007289,136.1250,0.005208,127,17297
true,"Quantum Fourier Transform",192,1853668539,42480,92160,191,42289,0.995504,0.994792,0.004496,221.2500,0.003472,191,42289
true,"Quantum Fourier Transform",192,1509016008,42480,92160,191,42289,0.995504,0.994792,0.004496,221.2500,0.003472,191,42289
true,"Quantum Fourier Transform",192,85882511,42480,92160,191,42289,0.995504,0.994792,0.004496,221.2500,0.003472,191,42289
true,"Quantum Fourier Transform",192,1093607066,42480,92160,191,42289,0.995504,0.994792,0.004496,221.2500,0.003472,191,42289
true,"Quantum Fourier Transform",256,1910075523,79824,163840,255,79569,0.996805,0.996094,0.003195,311.8125,0.002604,255,79569
true,"Quantum Fourier Transform",256,3687027788,79824,163840,255,79569,0.996805,0.996094,0.003195,311.8125,0.002604,255,79569
true,"Quantum Fourier Transform",256,2731611586,79824,163840,255,79569,0.996805,0.996094,0.003195,311.8125,0.002604,255,79569
true,"Quantum Fourier Transform",256,3830932979,79824,163840,255,79569,0.996805,0.996094,0.003195,311.8125,0.002604,255,79569
